,encoding_id,value,meaning,showcase_order
5135,4,1141146050,modisal 60 xl m/r tablet,0
5136,4,1141146054,keftid 250mg capsule,0
5137,4,1141146062,lomont 70mg/5ml s/f suspension,0
5138,4,1141146084,oralbalance oral gel,0
5139,4,1141146112,keftid 500mg capsule,0
5140,4,1141146120,klaricid xl 500mg m/r tablet,0
5141,4,1141146124,atenolol+chlorthalidone,0
5142,4,1141146126,atenolol+bendrofluazide,0
5143,4,1141146128,atenolol+co-amilozide,0
5144,4,1141146138,lipitor 10mg tablet,0
5145,4,1141146184,tenben capsule,0
5146,4,1141146188,latanoprost,0
5147,4,1141146198,xalatan 0.005% eye drops,0
5148,4,1141146234,atorvastatin,0
5149,4,1141146250,entocort 2mg/100ml enema,0
5150,4,1141146324,adapalene,0
5151,4,1141146368,roferon-a 3million iu/0.5ml prefilled syringe,0
5152,4,1141146370,roferon-a 4.5million iu/0.5ml prefilled syringe,0
5153,4,1141146372,roferon-a 6million iu/0.5ml prefilled syringe,0
5154,4,1141146374,roferon-a 9million iu/0.5ml prefilled syringe,0
5155,4,1141146378,natrilix sr 1.5mg m/r tablet,0
5156,4,1141146388,herpetad cold sore 5% cream,0
5157,4,1141146400,flexotard 100mg m/r tablet,0
5158,4,1141146404,diclotard 75 m/r tablet,0
5159,4,1141146422,urea+lauromacrogols 5%/3% cream,0
5160,4,1141146426,balneum plus cream,0
5161,4,1141146428,fexofenadine,0
5162,4,1141146488,viraferon 18million iu/3ml injection solution,0
5163,4,1141146508,nasacort 55micrograms aqueous nasal spray,0
5164,4,1141146568,indotard mr 75mg m/r capsule,0
5165,4,1141146606,calcium carbonate+cholecalciferol 1.25g/200iu tablet,0
5166,4,1141146612,calceos chewable tablet,0
5167,4,1141146728,altacite 500mg tablet,0
5168,4,1141147308,noritate 1% cream,0
5169,4,1141149110,cuprofen 5% gel,0
5170,4,1141150246,sporanox 10mg/ml oral liquid,0
5171,4,1141150264,anbesol adult oral gel,0
5172,4,1141150276,bazuka gel,0
5173,4,1141150328,ecopace 12.5mg tablet,0
5174,4,1141150342,dermestril 25 patch,0
5175,4,1141150426,dermacare lotion 400ml,0
5176,4,1141150430,dermacare cream 150ml,0
5177,4,1141150454,soothelip cold sore 5% cream,0
5178,4,1141150478,decubal cream,0
5179,4,1141150500,slofedipine 20mg m/r tablet,0
5180,4,1141150538,nifedotard 20mr m/r tablet,0
5181,4,1141150560,kaplon 12.5mg tablet,0
5182,4,1141150594,interferon beta-1a,0
5183,4,1141150596,avonex 6million iu injection (pdr for recon)+solvent,0
5184,4,1141150602,methex 1mg/1ml mixture,0
5185,4,1141150612,palladone-sr 8mg m/r capsule,0
5186,4,1141150614,palladone-sr 16mg m/r capsule,0
5187,4,1141150616,palladone-sr 24mg m/r capsule,0
5188,4,1141150620,zolmitriptan,0
5189,4,1141150624,zomig 2.5mg tablet,0
5190,4,1141150682,cabaser 1mg tablet,0
5191,4,1141150690,hydromorphone hydrochloride,0
5192,4,1141150694,palladone 1.3mg capsule,0
5193,4,1141150698,palladone 2.6mg capsule,0
5194,4,1141150700,diflucan one 150mg capsule,0
5195,4,1141150712,palladone-sr 2mg m/r capsule,0
5196,4,1141150714,palladone-sr 4mg m/r capsule,0
5197,4,1141150750,brimonidine tartrate,0
5198,4,1141150754,alphagan 0.2% eye drops,0
5199,4,1141150834,donepezil hydrochloride,0
5200,4,1141150840,aricept 5mg tablet,0
5201,4,1141150866,maxolon 5mg tablet,0
5202,4,1141150898,angiotensin ii receptor antagonist+diuretic,0
5203,4,1141150922,jomethid xl 200mg m/r capsule,0
5204,4,1141150926,verapress mr 240 m/r tablet,0
5205,4,1141150930,isotretinoin+erythromycin 0.05%/2% gel,0
5206,4,1141150932,isotrexin gel,0
5207,4,1141150944,nasonex 0.05% aqueous nasal spray,0
5208,4,1141150960,roferon-a 18million iu/1ml injection solution,0
5209,4,1141151000,remifentanil,0
5210,4,1141151008,ultiva 1mg injection (pdr for recon),0
5211,4,1141151010,ultiva 2mg injection (pdr for recon),0
5212,4,1141151012,ultiva 5mg injection (pdr for recon),0
5213,4,1141151016,losartan potassium+hydrochlorothiazide 50mg/12.5mg tablet,0
5214,4,1141151018,cozaar-comp 50mg/12.5mg tablet,0
5215,4,1141151026,eurax hc cream,0
5216,4,1141151184,aqsia eye irrigation solution,0
5217,4,1141151196,bss eye irrigation solution,0
5218,4,1141151284,naratriptan,0
5219,4,1141151288,naramig 2.5mg tablet,0
5220,4,1141151346,ciproxin 100mg tablet,0
5221,4,1141151368,sandrena 0.5mg gel,0
5222,4,1141151376,sleepia 50mg capsule,0
5223,4,1141151382,hypapril 12.5mg tablet,0
5224,4,1141151390,raciran 150mg tablet,0
5225,4,1141151424,hydrocortisone acetate+neomycin sulphate 1.5%/0.5% eye drops,0
5226,4,1141151474,viazem xl 120mg m/r capsule,0
5227,4,1141151558,expulin dry cough s/f linctus,0
5228,4,1141151588,altretamine,0
5229,4,1141151592,hexalen 50mg capsule,0
5230,4,1141151606,driclor dusting powder,0
5231,4,1141151616,expulin decongestant paediatric s/f linctus,0
5232,4,1141151718,evorel conti patch,0
5233,4,1141151744,lemlax liquid,0
5234,4,1141151848,emulsiderm emollient emulsion,0
5235,4,1141151884,keftid 125mg/5ml s/f suspension,0
5236,4,1141151886,keftid 250mg/5ml s/f suspension,0
5237,4,1141151924,enprin 75mg e/c tablet,0
5238,4,1141151934,medinol over six 250mg/5ml s/f suspension,0
5239,4,1141151938,orovite comploment b6 100mg m/r tablet,0
5240,4,1141151946,cipramil 10mg tablet,0
5241,4,1141151978,reboxetine,0
5242,4,1141151982,edronax 4mg tablet,0
5243,4,1141152022,panoxyl 10 lotion,0
5244,4,1141152024,panoxyl 5 lotion,0
5245,4,1141152062,ampitrin 250mg capsule,0
5246,4,1141152068,ampitrin 500mg capsule,0
5247,4,1141152070,ampitrin 125mg/5ml oral suspension,0
5248,4,1141152074,corlan pellet,0
5249,4,1141152076,half propanix la 80mg m/r capsule,0
5250,4,1141152098,rinatec 0.03% aqueous nasal spray,0
5251,4,1141152122,lingam 40mg capsule,0
5252,4,1141152128,ampitrin 250mg/5ml oral suspension,0
5253,4,1141152130,flucloxin 250mg capsule,0
5254,4,1141152132,flucloxin 500mg capsule,0
5255,4,1141152134,flucloxin 125mg/5ml oral suspension,0
5256,4,1141152166,radian b muscle rub,0
5257,4,1141152168,radian b muscle lotion,0
5258,4,1141152198,crinone 4% vaginal gel,0
5259,4,1141152200,respillin 250mg capsule,0
5260,4,1141152202,respillin 500mg capsule,0
5261,4,1141152204,respillin 125mg/5ml oral suspension,0
5262,4,1141152206,respillin 250mg/5ml oral suspension,0
5263,4,1141152208,respillin 125mg/5ml s/f suspension,0
5264,4,1141152210,respillin 250mg/5ml s/f suspension,0
5265,4,1141152218,tenkicin 250mg tablet,0
5266,4,1141152228,elleste-solo mx 40 patch,0
5267,4,1141152236,tazarotene,0
5268,4,1141152242,zorac 0.05% aqueous gel,0
5269,4,1141152356,cyclogest 200mg pessary,0
5270,4,1141152366,daktarin dual action 2% cream,0
5271,4,1141152520,zidoval 0.75% vaginal gel,0
5272,4,1141152590,glimepiride,0
5273,4,1141152600,genalat retard 10mg m/r tablet,0
5274,4,1141152604,tretinoin,0
5275,4,1141152628,vesanoid 10mg capsule,0
5276,4,1141152666,cidofovir,0
5277,4,1141152670,vistide 375mg/5ml intravenous infusion conc,0
5278,4,1141152674,flamatak mr 75mg m/r tablet,0
5279,4,1141152692,introna 18million iu injection (pdr for recon)+diluent,0
5280,4,1141152732,mirtazapine,0
5281,4,1141152736,zispin 30mg tablet,0
5282,4,1141152746,coltec ec 400mg e/c tablet,0
5283,4,1141152752,contimin 2.5mg tablet,0
5284,4,1141152768,lodiar 2mg capsule,0
5285,4,1141152772,ursogal 150mg tablet,0
5286,4,1141152816,zerit 1mg/1ml oral solution,0
5287,4,1141152848,quetiapine,0
5288,4,1141152860,seroquel 25mg tablet,0
5289,4,1141152896,tolcapone,0
5290,4,1141152904,tasmar 100mg tablet,0
5291,4,1141152912,caverject 5micrograms injection (pdr for recon)+diluent,0
5292,4,1141152966,vibramycin acne pack 50mg capsule,0
5293,4,1141152986,zomorph 10mg m/r capsule,0
5294,4,1141152988,zomorph 30mg m/r capsule,0
5295,4,1141152990,zomorph 60mg m/r capsule,0
5296,4,1141152992,zomorph 100mg m/r capsule,0
5297,4,1141152994,zomorph 200mg m/r capsule,0
5298,4,1141152998,irbesartan,0
5299,4,1141153006,aprovel 75mg tablet,0
5300,4,1141153026,lercanidipine,0
5301,4,1141153032,zanidip 10mg tablet,0
5302,4,1141153074,fletchers' enemette,0
5303,4,1141153080,nytol 25mg caplet,0
5304,4,1141153082,advil cold and sinus tablet,0
5305,4,1141153118,isocard 30mg transdermal spray,0
5306,4,1141153134,anadin ibuprofen 200mg tablet,0
5307,4,1141153138,urimin 5mg tablet,0
5308,4,1141153146,urdox 300mg tablet,0
5309,4,1141153172,asmasal 100micrograms spacehaler,0
5310,4,1141153182,wellvone 750mg/5ml s/f suspension,0
5311,4,1141153186,tizanidine,0
5312,4,1141153192,zanaflex 2mg tablet,0
5313,4,1141153228,klaricid adult 250mg/sachet granules,0
5314,4,1141153236,oxis 6micrograms turbohaler,0
5315,4,1141153242,balsalazide disodium,0
5316,4,1141153248,colazide 750mg capsule,0
5317,4,1141153254,troglitazone,0
5318,4,1141153262,romozin 200mg tablet,0
5319,4,1141153270,asmabec 50micrograms spacehaler,0
5320,4,1141153292,polymyxin b sulphate+trimethoprim eye drops 5ml,0
5321,4,1141153296,moxisylyte,0
5322,4,1141153302,epogam 40 capsule,0
5323,4,1141153316,tarka 2mg/180mg m/r capsule,0
5324,4,1141153328,trandolapril+verapamil hydrochloride,0
5325,4,1141153330,difenor xl 100mg m/r tablet,0
5326,4,1141153346,pardelprin mr 75mg m/r capsule,0
5327,4,1141153350,atovaquone+proguanil hydrochloride,0
5328,4,1141153388,ventmax sr 4mg m/r capsule,0
5329,4,1141153394,mibefradil,0
5330,4,1141153400,posicor 50mg tablet,0
5331,4,1141153410,malarone tablet,0
5332,4,1141153422,zamadol sr 50mg m/r capsule,0
5333,4,1141153424,zamadol sr 100mg m/r capsule,0
5334,4,1141153426,zamadol sr 150mg m/r capsule,0
5335,4,1141153450,menogon 75iu injection (pdr for recon)+solvent,0
5336,4,1141153454,calazem 60mg m/r tablet,0
5337,4,1141153480,zamadol sr 200mg m/r capsule,0
5338,4,1141153490,amisulpride,0
5339,4,1141156644,elleste duet conti tablet,0
5340,4,1141156650,zileze 3.75 tablet,0
5341,4,1141156656,optil 60mg m/r tablet,0
5342,4,1141156666,neorecormon 500iu injection (pdr for recon)+solvent,0
5343,4,1141156668,chimax 250mg tablet,0
5344,4,1141156672,equilon 135mg tablet,0
5345,4,1141156676,proguanil hydrochloride+chloroquine phosphate,0
5346,4,1141156738,paludrine tablet+avloclor tablet 100mg/250mg travel pack,0
5347,4,1141156754,half propatard la 80mg m/r capsule,0
5348,4,1141156808,propatard la 160mg m/r capsule,0
5349,4,1141156836,candesartan cilexetil,0
5350,4,1141156846,amias 2mg tablet,0
5351,4,1141156856,paracetamol+domperidone 500mg/10mg tablet,0
5352,4,1141156858,domperamol tablet,0
5353,4,1141156956,videx 150mg tablet,0
5354,4,1141156960,locabiotal 500micrograms cfc-free spray,0
5355,4,1141156966,flexotard mr 100mg m/r tablet,0
5356,4,1141156984,amaryl 1mg tablet,0
5357,4,1141157018,zaedoc 150 tablet,0
5358,4,1141157056,mizolastine product,0
5359,4,1141157060,mizollen 10mg m/r tablet,0
5360,4,1141157088,bismuth subgallate 300mg suppository bp,0
5361,4,1141157112,diclovol 25mg e/c tablet,0
5362,4,1141157126,montelukast product,0
5363,4,1141157132,singulair 10mg tablet,0
5364,4,1141157136,dilcardia sr 60mg m/r capsule,0
5365,4,1141157140,nifedipress mr 10 m/r tablet,0
5366,4,1141157166,misoprostol product,0
5367,4,1141157178,senna product,0
5368,4,1141157180,sennosides product,0
5369,4,1141157182,pancreatin product,0
5370,4,1141157184,ethacrynic acid product,0
5371,4,1141157186,disopyramide product,0
5372,4,1141157210,tixylix catarrh syrup,0
5373,4,1141157214,tixylix cough & cold linctus,0
5374,4,1141157224,grepafloxacin product,0
5375,4,1141157230,raxar 400mg tablet,0
5376,4,1141157232,raxar 600mg tablet,0
5377,4,1141157252,glyceryl trinitrate product,0
5378,4,1141157254,isosorbide mononitrate product,0
5379,4,1141157258,ethamsylate product,0
5380,4,1141157260,bezafibrate product,0
5381,4,1141157262,gemfibrozil product,0
5382,4,1141157264,salmeterol product,0
5383,4,1141157268,ganciclovir product,0
5384,4,1141157270,famciclovir product,0
5385,4,1141157272,valaciclovir product,0
5386,4,1141157274,saquinavir product,0
5387,4,1141157276,pyrimethamine product,0
5388,4,1141157278,mefloquine product,0
5389,4,1141157280,mebendazole product,0
5390,4,1141157282,niclosamide product,0
5391,4,1141157284,glipizide product,0
5392,4,1141157288,propylthiouracil product,0
5393,4,1141157294,hydrocortisone product,0
5394,4,1141157296,desmopressin product,0
5395,4,1141157298,danazol product,0
5396,4,1141157300,dinoprostone product,0
5397,4,1141157302,mifepristone product,0
5398,4,1141157304,clotrimazole product,0
5399,4,1141157322,terfenadine product,0
5400,4,1141157324,loratadine product,0
5401,4,1141157332,sumatriptan product,0
5402,4,1141157336,tetrabenazine product,0
5403,4,1141157338,disulfiram product,0
5404,4,1141157340,flucloxacillin product,0
5405,4,1141157342,temocillin product,0
5406,4,1141157344,amoxycillin product,0
5407,4,1141157346,pivampicillin product,0
5408,4,1141157348,cefaclor product,0
5409,4,1141157350,cefotaxime product,0
5410,4,1141157352,cephradine product,0
5411,4,1141157354,kanamycin product,0
5412,4,1141157356,erythromycin product,0
5413,4,1141157358,clindamycin product,0
5414,4,1141157360,rifampicin product,0
5415,4,1141157362,clofazimine product,0
5416,4,1141157364,metronidazole product,0
5417,4,1141157366,ciprofloxacin product,0
5418,4,1141157368,fluconazole product,0
5419,4,1141157370,zidovudine product,0
5420,4,1141157376,etoposide product,0
5421,4,1141157388,covonia bronchial balsam syrup,0
5422,4,1141157392,buserelin product,0
5423,4,1141157394,goserelin product,0
5424,4,1141157396,tobramycin product,0
5425,4,1141157398,miconazole product,0
5426,4,1141157400,nystatin product,0
5427,4,1141157402,prednisolone product,0
5428,4,1141157404,ethinyloestradiol product,0
5429,4,1141157406,norethisterone product,0
5430,4,1141157410,levonorgestrel product,0
5431,4,1141157412,ibuprofen product,0
5432,4,1141157414,salicylic acid product,0
5433,4,1141157416,cholestyramine product,0
5434,4,1141157418,budesonide product,0
5435,4,1141157420,interferon beta-1b product,0
5436,4,1141157422,levocabastine product,0
5437,4,1141157438,ciproxin 5g/100ml oral suspension,0
5438,4,1141157448,epoetin alfa product,0
5439,4,1141157452,indomethacin product,0
5440,4,1141157458,hypromellose product,0
5441,4,1141157460,covonia night time formula syrup,0
5442,4,1141157470,fentanyl product,0
5443,4,1141157472,calcium polystyrene sulphonate product,0
5444,4,1141157476,co-beneldopa product,0
5445,4,1141157480,co-magaldrox product,0
5446,4,1141157482,hyoscine product,0
5447,4,1141157486,salbutamol product,0
5448,4,1141157488,granisetron product,0
5449,4,1141157490,indoramin product,0
5450,4,1141157492,mestranol product,0
5451,4,1141157494,ispaghula husk product,0
5452,4,1141157496,diazepam product,0
5453,4,1141157498,gentamicin product,0
5454,4,1141162520,respontin 250micrograms/1ml nebule,0
5455,4,1141162526,benadryl allergy relief 8mg capsule,0
5456,4,1141162532,minims dexamethasone na phosphate 0.1% s-d eye drops,0
5457,4,1141162544,lipantil micro 67mg capsule,0
5458,4,1141162546,nivaten retard 10mg m/r tablet,0
5459,4,1141162550,monosorb xl 60 m/r tablet,0
5460,4,1141162618,fungederm 1% cream,0
5461,4,1141162634,tropiovent 250micrograms/1ml steripoule,0
5462,4,1141162668,levofloxacin,0
5463,4,1141162676,tavanic 250mg tablet,0
5464,4,1141162678,tavanic 500mg tablet,0
5465,4,1141162680,tavanic 500mg/100ml intravenous infusion,0
5466,4,1141162690,introna 15million iu/1ml prefilled pen,0
5467,4,1141162692,introna 25million iu/1ml prefilled pen,0
5468,4,1141162694,introna 50million iu/1ml prefilled pen,0
5469,4,1141162704,metharose 1mg/1ml s/f oral solution,0
5470,4,1141162712,monodur 60mg m/r tablet,0
5471,4,1141162726,avoca wart and verruca set,0
5472,4,1141162746,ucine 500mg tablet,0
5473,4,1141162752,viraferon 15million iu/1ml prefilled pen,0
5474,4,1141162764,tolterodine l-tartrate,0
5475,4,1141162824,detrusitol 1mg tablet,0
5476,4,1141162898,timonil retard 200mg m/r tablet,0
5477,4,1141162940,e45 emollient bath oil,0
5478,4,1141162950,dexomon sr 75mg m/r tablet,0
5479,4,1141162970,optilast 0.05% eye drops,0
5480,4,1141162982,muse 125micrograms pellet,0
5481,4,1141163014,acoflam 25mg e/c tablet,0
5482,4,1141163032,calcort 1mg tablet,0
5483,4,1141163094,dayleve 0.1% cream,0
5484,4,1141163114,modafinil,0
5485,4,1141163118,provigil 100mg tablet,0
5486,4,1141163120,zamadol 100mg/2ml injection,0
5487,4,1141163126,condrotec tablet,0
5488,4,1141163138,aspirin+papaveretum 500mg/7.71mg dispersible tablet,0
5489,4,1141163142,clioquinol product,0
5490,4,1141163144,danlax suspension,0
5491,4,1141163146,beclo-aqua 50 nasal spray,0
5492,4,1141163298,sevredol 10mg/5ml oral solution,0
5493,4,1141163324,ticlopidine,0
5494,4,1141163328,ticlid 250mg tablet,0
5495,4,1141163532,erythroped forte sf 500mg/5ml s/f suspension,0
5496,4,1141163654,povidone,0
5497,4,1141163656,oculotect 5% single-use eye drops,0
5498,4,1141163670,migranal 2mg/0.5ml nasal spray,0
5499,4,1141163716,primacine 125mg/5ml suspension,0
5500,4,1141163728,dinnefords teejel 8.7% oral gel,0
5501,4,1141163764,paracetamol+prometh hcl 120mg/1.5mg/5ml colour free s/f susp,0
5502,4,1141163766,medised colour free s/f suspension,0
5503,4,1141163770,dihydroergotamine,0
5504,4,1141163778,primacine 250mg/5ml suspension,0
5505,4,1141163784,primacine 500mg/5ml suspension,0
5506,4,1141163832,budenofalk 3mg capsule,0
5507,4,1141163840,mistamine 10mg m/r tablet,0
5508,4,1141163860,crystapen 1200mg injection (pdr for recon),0
5509,4,1141164036,maxivent 2.5mg/2.5ml steripoule,0
5510,4,1141164044,isosorbide mononitrate+aspirin,0
5511,4,1141164050,imazin xl 60mg/75mg m/r tablet,0
5512,4,1141164060,pramipexole,0
5513,4,1141164068,mirapexin 0.088mg tablet,0
5514,4,1141164086,salmeterol+fluticasone propionate,0
5515,4,1141164148,imidapril hydrochloride,0
5516,4,1141164154,tanatril 5mg tablet,0
5517,4,1141164176,otradrops adult formula 0.1% nose drops,0
5518,4,1141164182,temozolomide,0
5519,4,1141164192,temodal 5mg capsule,0
5520,4,1141164202,diasorb 2mg capsule,0
5521,4,1141164240,subutex 400micrograms sublingual tablet,0
5522,4,1141164246,subutex 2mg sublingual tablet,0
5523,4,1141164248,subutex 8mg sublingual tablet,0
5524,4,1141164254,fenbid forte 10% gel,0
5525,4,1141164260,emedastine,0
5526,4,1141164266,emadine 0.05% eye drops,0
5527,4,1141164276,nebivolol,0
5528,4,1141164280,nebilet 5mg tablet,0
5529,4,1141164592,fortovase 200mg capsule,0
5530,4,1141164598,differin 0.1% cream,0
5531,4,1141164602,mothers' and children's vitamin drops,0
5532,4,1141164616,protium 20mg e/c tablet,0
5533,4,1141164618,ketil 2.5% gel,0
5534,4,1141164652,unguentum m cream,0
5535,4,1141164678,sangcya 100mg/ml oral solution,0
5536,4,1141164696,burow's solution,0
5537,4,1141164746,dexketoprofen,0
5538,4,1141164750,keral 25mg tablet,0
5539,4,1141164754,zinc+salicylic acid paste half strength,0
5540,4,1141164756,lassar's paste half strength,0
5541,4,1141164760,marevan 0.5mg tablet,0
5542,4,1141164788,angitak 1.25mg spray,0
5543,4,1141164828,adcal-d3 1.5g/10micrograms chewable tablet,0
5544,4,1141164834,klaricid 250mg/5ml paediatric suspension,0
5545,4,1141164836,eucerin 10% cream,0
5546,4,1141164872,sinemet-62.5 tablet,0
5547,4,1141164874,nurofen gel,0
5548,4,1141165028,artelac 0.32% single-use eye drops,0
5549,4,1141165244,rofecoxib,0
5550,4,1141165252,vioxx 12.5mg tablet,0
5551,4,1141165254,vioxx 25mg tablet,0
5552,4,1141165312,vioxx 12.5mg/5ml oral suspension,0
5553,4,1141165314,vioxx 25mg/5ml oral suspension,0
5554,4,1141165318,cetrorelix,0
5555,4,1141165324,cetrotide 0.25mg injection (pdr for recon)+solvent,0
5556,4,1141165408,virazole 6g inhalation (pdr for recon),0
5557,4,1141165410,ancotil 2.5g/250ml intravenous infusion,0
5558,4,1141165470,felodipine+ramipril,0
5559,4,1141165476,triapin mite 2.5mg/2.5mg tablet,0
5560,4,1141165502,paranorm cough syrup,0
5561,4,1141165512,kapake capsule,0
5562,4,1141165514,rebetol 200mg capsule,0
5563,4,1141165518,efavirenz,0
5564,4,1141165526,sustiva 50mg capsule,0
5565,4,1141165528,sustiva 100mg capsule,0
5566,4,1141165530,sustiva 200mg capsule,0
5567,4,1141165546,rebif 12million iu/0.5ml prefilled syringe,0
5568,4,1141165548,physeptone 20mg/2ml injection,0
5569,4,1141165550,physeptone 35mg/3.5ml injection,0
5570,4,1141165552,physeptone 50mg/5ml injection,0
5571,4,1141165554,physeptone 1mg/1ml s/f mixture,0
5572,4,1141165556,physeptone 1mg/1ml mixture,0
5573,4,1141165560,otraspray adult formula 0.1% nasal spray,0
5574,4,1141165574,galprofen 100mg/5ml oral suspension,0
5575,4,1141165702,dextrose 40% oral gel,0
5576,4,1141165754,librofem 200mg tablet,0
5577,4,1141165852,abacavir,0
5578,4,1141165858,ziagen 300mg tablet,0
5579,4,1141165860,ziagen 20mg/ml oral solution,0
5580,4,1141165868,zydol xl 150mg m/r tablet,0
5581,4,1141165870,zydol xl 200mg m/r tablet,0
5582,4,1141165876,zydol xl 300mg m/r tablet,0
5583,4,1141165878,zydol xl 400mg m/r tablet,0
5584,4,1141165932,roferon-a 18million iu/0.6ml cartridge,0
5585,4,1141165942,calcette 500mg chewable tablet,0
5586,4,1141166002,privacom 500mg pessary,0
5587,4,1141166006,telmisartan,0
5588,4,1141166086,rennie duo oral suspension,0
5589,4,1141166116,neutratop 0.75% gel,0
5590,4,1141166128,quinupristin+dalfopristin,0
5591,4,1141166132,synercid infusion (pdr for recon),0
5592,4,1141166168,zanamivir,0
5593,4,1141166176,relenza 5mg/blister disks+diskhaler,0
5594,4,1141166188,zeffix 5mg/1ml oral solution,0
5595,4,1141166192,zeffix 100mg tablet,0
5596,4,1141166196,etonogestrel,0
5597,4,1141166200,implanon 68mg subdermal implant,0
5598,4,1141166264,spasmonal fibre granules 500g,0
5599,4,1141166288,viralief 5% cream,0
5600,4,1141166294,leflunomide,0
5601,4,1141166302,arava 10mg tablet,0
5602,4,1141166304,arava 20mg tablet,0
5603,4,1141166306,arava 100mg tablet,0
5604,4,1141166346,promictuline 2.5mg tablet,0
5605,4,1141166354,testoderm 6mg/24hours transdermal patch,0
5606,4,1141166356,viramune 50mg/5ml oral suspension,0
5607,4,1141166366,ethinyloestradiol+gestodene 20micrograms/75micrograms tablet,0
5608,4,1141166368,femodette tablet,0
5609,4,1141166454,acticin 0.025% cream,0
5610,4,1141166472,brevoxyl 4% cream,0
5611,4,1141166498,lomefloxacin,0
5612,4,1141166502,okacyn 0.3% eye drops,0
5613,4,1141166508,ranitic 150mg tablet,0
5614,4,1141166514,pickles ointment,0
5615,4,1141166524,rimexolone,0
5616,4,1141166528,vexol 1% eye drops,0
5617,4,1141166534,palivizumab,0
5618,4,1141166572,wartex ointment,0
5619,4,1141166600,amidox 100mg tablet,0
5620,4,1141166746,capsaicin 0.025% cream,0
5621,4,1141166748,zacin 0.025% cream,0
5622,4,1141166752,coroday mr 20mg m/r tablet,0
5623,4,1141166768,lamivudine+zidovudine,0
5624,4,1141166772,combivir tablet,0
5625,4,1141166848,dexa-rhinaspray duo aqueous nasal spray,0
5626,4,1141166858,chemydur 60xl m/r tablet,0
5627,4,1141166864,introna 25million iu/2.5ml injection solution,0
5628,4,1141166866,virasorb cold sore 5% cream,0
5629,4,1141166884,famvir 500mg tablet,0
5630,4,1141166888,cysteamine,0
5631,4,1141166892,cystagon 50mg capsule,0
5632,4,1141166930,claforan 1g infusion (pdr for recon) vial with connector,0
5633,4,1141166932,claforan 2g infusion (pdr for recon) vial with connector,0
5634,4,1141166956,eryacne 2 topical gel,0
5635,4,1141166960,eryacne 4 topical gel,0
5636,4,1141166998,imodium plus 2mg/125mg chewable tablet,0
5637,4,1141167014,nevirapine,0
5638,4,1141167020,viramune 200mg tablet,0
5639,4,1141167026,caspac xl 162.5mg m/r capsule,0
5640,4,1141167038,rozex 0.75% cream,0
5641,4,1141167096,loperamide hydrochloride+simethicone,0
5642,4,1141167108,froop co 5mg/40mg tablet,0
5643,4,1141167120,tramake insts 50mg/sachet powder,0
5644,4,1141167122,tramake insts 100mg/sachet powder,0
5645,4,1141167140,exorex lotion,0
5646,4,1141167174,tramazoline hydrochloride+dexamethasone isonicotinate,0
5647,4,1141167178,efamast 40 capsule,0
5648,4,1141167206,oestrogel 0.06% gel,0
5649,4,1141167252,pinadone 1mg/1ml mixture,0
5650,4,1141167254,pinadone 1mg/1ml s/f mixture,0
5651,4,1141167308,phosex 1g tablet,0
5652,4,1141167334,colofac-100 tablet,0
5653,4,1141167400,docusol 12.5mg/5ml paediatric solution,0
5654,4,1141167418,rantec 150mg tablet,0
5655,4,1141167426,rheumatac retard 75mg m/r tablet,0
5656,4,1141167430,lanreotide,0
5657,4,1141167490,somatuline la 30mg injection (pdr)+diluent+syringe,0
5658,4,1141167508,cidomycin 0.3% ointment,0
5659,4,1141167594,qvar 50 inhaler,0
5660,4,1141167608,achromycin 3% ointment,0
5661,4,1141167610,cidomycin 0.3% cream,0
5662,4,1141167618,rebif 6million iu/0.5ml prefilled syringe,0
5663,4,1141167624,nelfinavir,0
5664,4,1141167632,viracept 250mg tablet,0
5665,4,1141167634,viracept 50mg/1g oral powder,0
5666,4,1141167678,pharmaton capsule,0
5667,4,1141167690,rivastigmine,0
5668,4,1141167700,exelon 1.5mg capsule,0
5669,4,1141167708,beclomist 50micrograms nasal spray,0
5670,4,1141167744,neoral 10mg capsule,0
5671,4,1141167748,solpadeine max tablet,0
5672,4,1141167758,hyteneze 12.5 tablet,0
5673,4,1141167814,imiquimod,0
5674,4,1141167822,tensopril 12.5mg tablet,0
5675,4,1141167832,zemtard 120 xl m/r capsule,0
5676,4,1141167844,dipyridamole+aspirin,0
5677,4,1141167848,asasantin retard m/r capsule,0
5678,4,1141167860,teril cr 200mg m/r tablet,0
5679,4,1141167876,aldara 5% cream,0
5680,4,1141167932,rizatriptan,0
5681,4,1141167940,maxalt 5mg tablet,0
5682,4,1141167976,zyprexa 2.5mg tablet,0
5683,4,1141167982,mil-par suspension,0
5684,4,1141167990,oilatum fragrance free liquid bath additive,0
5685,4,1141168108,isotard 25xl m/r tablet,0
5686,4,1141168116,refresh 1.4% ophthalmic solution,0
5687,4,1141168122,solpadol capsule,0
5688,4,1141168270,cefprozil,0
5689,4,1141168318,clopidogrel,0
5690,4,1141168322,plavix 75mg tablet,0
5691,4,1141168324,oestradiol+norethisterone acetate 1mg/0.5mg tablet,0
5692,4,1141168326,kliovance 1mg/0.5mg tablet,0
5693,4,1141168330,cefzil 250mg tablet,0
5694,4,1141168332,cefzil 500mg tablet,0
5695,4,1141168334,cefzil 250mg/5ml oral suspension,0
5696,4,1141168340,zafirlukast,0
5697,4,1141168344,accolate 20mg tablet,0
5698,4,1141168372,zithromax 500mg tablet,0
